priority,product_id,product_name,variant_id,sku / variant_code,current_image_url,issue_type,grouped_family_key,recommended_asset_name,recommended_action
363,22379dfb-a50c-481c-9432-0e436d31c49d,CQ1 Karbit Frez Paketi (CROSS-CUT),,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4a8cf399-2e4d-4b91-9279-3af6fc58ee66/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-cq1-karbit-frez-paketi-cross-cut-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
364,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/905fcbc8-313c-424d-a3bd-c0e3c215da6c/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
365,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/49f86501-1bcf-40b5-bef6-c7f607fd75b6/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
366,e8082824-6785-48a4-91da-724a59d14d10,Jota C2 Silindirik Karbit Frez - Silindirik Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5d76037b-90fc-416a-a077-692b4235cf8c/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c2-silindirik-karbit-frez-silindirik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
367,2e3c1517-a447-4df1-9acf-2bf9b24289f9,Jota C21 Silindirik Karbit Frez - Silindirik Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/efb8fce5-8606-483c-a66f-2a203ffd90aa/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c21-silindirik-karbit-frez-silindirik-karbi-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
368,0fe13b19-451b-4ea2-b2ed-c6079bea3496,Jota C31 Silindirik Karbit Frez - Silindirik İnce Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/53f4dc5f-4feb-4574-8aba-b0b3bea2e610/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c31-silindirik-karbit-frez-silindirik-ince-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
369,0cf02ab9-b2c6-41b2-9075-8134b5b972d0,Jota C31A Finishing Karbit Frez - Finishing Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/b137d137-65a2-4ee3-8ad5-04508e21cb99/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c31a-finishing-karbit-frez-finishing-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
370,ab9a714c-409b-45a5-b9f1-63955334be95,Jota C31R Silindirik Karbit Frez - Yuvarlatılmış Uçlu Silindirik Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c3a0e236-a437-477a-a038-9465d1483065/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c31r-silindirik-karbit-frez-yuvarlat-lm-s-u-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
371,a9c552ad-ca0e-4d45-af58-f3b8800b1a77,Jota C33 Konik Karbit Frez - Konik Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ccf39955-b4db-4d7c-98ac-a74504f713cc/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c33-konik-karbit-frez-konik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
372,8d53e6ee-697d-4560-9edc-acdc14208d73,Jota C7 Alev / İnce Form Karbit Frez - Alev Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3314fb47-0a3e-4433-b58e-d628cc4cf9ff/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c7-alev-ince-form-karbit-frez-alev-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
373,4fd43bb4-0903-4d2c-8e1e-358465dda2d9,Jota CG35RS Kesim Karbiti - Kesim / Kron Ayırma Karbiti,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ca16467f-abae-4c00-8c52-bee49b450fcf/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-cg35rs-kesim-karbiti-kesim-kron-ay-rma-karb-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
374,80403c25-48a4-4012-bbfa-d2a5b71e7b61,Jota CQ1 Konik Karbit Frez - Konik Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9224c8b8-8482-4791-a53e-5bccf1763170/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-cq1-konik-karbit-frez-konik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
375,e95844b7-64c5-49f0-97b2-7360236bfbd8,Jota CX21 Finishing Karbit Frez - Finishing Karbit,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3e924d0e-ec55-48c8-a0cf-056ea3375c6b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-cx21-finishing-karbit-frez-finishing-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
376,fb2689e9-58f2-49b4-b283-da08a439a44e,JOTA KIT 1542 — Professional Chairside Finishing & Polishing,aa69d4e7-1fd9-4346-96fc-b4299f3005f1,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6d0dab58-c84d-44f6-87c8-82b0f29c85ed/image_1950.webp,likely_non_square_image|duplicate_image_url,,jota-jota-kit-1542-professional-chairside-finishing-p-setler-paket.webp,Replace with centered 1:1 transparent WebP/PNG; Review shared URL; replace once if the image serves this family
377,71cb5bcc-5efb-41be-964c-035c568e8a7a,Jota Kit 1540 — Laboratory Finishing & Polishing,ec5c3fa6-1731-4b27-9688-211f0c647386,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/1d6d28d3-1281-4e26-8efc-ca9175c910bf/image_1950.webp,likely_non_square_image|duplicate_image_url,,jota-jota-kit-1540-laboratory-finishing-polishing-setler-paket.webp,Replace with centered 1:1 transparent WebP/PNG; Review shared URL; replace once if the image serves this family
378,a23f5dfe-6b09-4c17-a3fe-96f35372024b,Jota Special Frez Paketi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6afc68ff-250d-498f-b193-795e8a4aa90b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-special-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
379,cec9427d-2c36-4c5a-a1c3-098056ee9bcf,Kompozit Cilalama Paket,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d8453546-75f0-4f15-8826-265eedc40798/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-kompozit-cilalama-paket-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
380,22fe2d87-acbe-4503-9015-1d6ce57a60ee,Lityum Disilikat Cilalama Paketi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6352fb48-4f0b-45c5-86fc-3ab15e9728d9/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-lityum-disilikat-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
381,288886f3-f2e3-4f91-8d00-8daec7ce5288,Metal Cilalama Paket,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/82ce6dda-b439-4e77-a1ca-1158adb02a97/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-metal-cilalama-paket-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
382,c7f5cc1e-614b-4553-a75a-47a2a61383fb,Metal Kesim Frez Paketi (CROWN CUTTERS),,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c34aeb1c-a09e-4924-beb2-5d201b462e91/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-metal-kesim-frez-paketi-crown-cutters-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
383,8e4f68f7-5851-44dd-9857-612e3439d392,Seramik Cilalama Paketi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c900c1ad-00f0-4c06-a52a-ca68c6bf6c57/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-seramik-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
384,c4742ca3-eea0-4308-b1d0-e6f022ef1d71,Universal Cilalama Paketi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4e4c5b8d-62af-49e0-b2d7-8ddc28e73631/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-universal-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
385,c186005f-c85a-47f7-920b-db56081d8197,Zirkonyum Cilalama Paketi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/01437523-ab8b-4a78-98f2-cce937bd6065/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-zirkonyum-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
386,abe7db62-d2b1-4f34-bf95-c0fe60b4db1c,Zirkonyum Elmas Frez Paketi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5c918a55-fee8-441b-b515-32d52b45bcc2/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-zirkonyum-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
387,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,e31674c0-69d1-4554-a3d1-10ffa3221db5,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d385fffe-ba51-4901-8de3-a1415c598297/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP
388,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,f2765a48-c9dd-4656-b37f-837c72b18fa8,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e64c144b-26c6-439c-8ec8-936672cac793/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP
389,d8d14bdb-6b99-434f-911a-2b11f9368155,Karbit Frez Paketi,bd24c5d6-c9a9-4aab-9f43-18f9156bf934,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/14eadd0e-2f7b-46f9-bf26-3d772fcdf465/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas,,jota-karbit-frez-paketi-setler-paket.webp,Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP
390,1518e40b-6f8b-4046-ab35-0630116285ec,558 Silindirik Uzun Elmas Paketi,f052b65e-bccf-480d-a791-1b7de1d09569,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c31ee6c4-3154-41ae-a75d-36266b3db510/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-558-silindirik-uzun-elmas-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
391,2f67f468-c0ff-4015-ab04-f17df5ea0284,801 L Paketi,55989d64-4722-4ccf-bb3d-3bf067cc1fdf,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/b0611cd9-b1cc-4e19-9505-b4c4813afdfd/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-801-l-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
392,db04ba05-0ac3-4a89-a1c0-97c76ca9ac29,805 Elmas Frez Paketi,dd34e233-a932-413a-8fea-ea59aaefd4cd,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9e40fe0a-d32a-4cbb-9e3c-034820aba4d8/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-805-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
393,f83e1d47-07c3-456c-b7de-8177953f716f,830 Alev Elmas Frez Paketi,eead6813-3fed-458d-8d32-e4d90d7e7b8a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0a5bcf28-6011-4d9f-b7f4-7410667cd52b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-830-alev-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
394,ae86ca37-7dc4-468b-8fb2-26d1dac443d3,833 Armut Elmas Frez Paketi,3caaffac-cb70-485a-b847-df84751fe86e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e82afad4-591e-4b91-9ea3-53374b5e5302/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-833-armut-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
395,d08a7379-7c87-45a3-b174-1ab25966ffca,835 Elmas Paketi,90d978fa-7fff-47a9-a441-94e09237e291,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ef26c41f-6381-4604-9653-6f84466bf92b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-835-elmas-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
396,7c16ba53-a2d7-4450-9317-b58eed3da95f,837L Hızlı Preparasyon Frez Paketi,174fec26-df3d-4b50-b6e3-8bdc129cca99,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c0f7430e-0ae3-478c-a9af-2c0e58dece25/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-837l-h-zl-preparasyon-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
397,3ac2b979-a195-41a0-b6f7-2547fb884235,848 Konik Elmas Paketi Mavi,ee110770-f733-4663-8d6e-c214866be861,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a808750a-935f-433e-91da-a7c098381a54/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-848-konik-elmas-paketi-mavi-blue-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
398,9ae8aa84-c910-4a14-b39a-93a339d9bffa,850 Elmas Frez Paketi,335e9355-df58-4097-a265-da5c22bdffbd,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/54bbe7a9-4ee7-490b-9624-08fa43b40cb7/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-850-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
399,754a7e0c-2110-4e31-b5c3-f1efe0d3aef9,852 Elmas Frez Paketi,5d03a672-d81f-420d-9904-3a20114124d1,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6ec06aac-0f7f-4b22-9014-f48ce0c7ce1b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-852-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
400,5f6d8df3-8d7b-4917-a94f-b4763db8e067,859 Elmas Frez Paketi,90009492-053a-454d-90a6-0265b49a1ffb,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/257a8cf2-61e9-49bd-aa25-63d61c57863c/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-859-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
401,d90f6a0f-837a-42ef-96cc-e61037f16ec5,862 Elmas Frez Paketi,3f6212cb-2a96-476c-815a-1320ae9c8f7a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d3b1c04c-acc4-4136-b1e0-fd3b7ff23778/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-862-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
402,49314e35-b66c-4767-92f7-55c302460c70,863 Elmas Frez Paketi,a004b78c-27cd-46d9-a225-4430e33225c4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/50907df1-845b-4a6f-b0ef-5bd3a1b2d096/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-863-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
403,02681310-8169-48db-b223-b17a9b4589ab,868 Elmas Frez Paketi,e4b375ab-8f56-4e0e-93a3-254ab76379e2,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/7d62b886-54e0-4110-8958-dd347931dc95/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-868-elmas-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
404,027faf48-a86d-4ba0-ba11-12d8d65c2f4a,Abrezif Cilalama Paketi,1f7a8b40-6dab-4892-b737-0336d291fa36,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/58f6ad08-ea17-4e76-b3c2-0c419f527839/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-abrezif-cilalama-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
405,5989ef40-0bf8-4efb-b2d1-9a898bc8ca9b,C1 Karbit Frez Paketi,67b95a63-65ab-411f-a3af-bb510820c1c0,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/55753345-b129-4da8-aecd-063bca641c1b/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-c1-karbit-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
406,368503a8-4a9e-4b11-bfe5-b82228ffd3e0,C1S Karbit Frez Paketi,52e18af1-6a47-4ca0-b39f-984745f28672,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/70b7f45e-b938-4dd2-89e9-7511358ed270/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-c1s-karbit-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
407,0bda49f5-5cac-4a62-a426-b2554c021853,Cerrahi Frez Paketi,9151281e-101f-4075-88d5-86bbb66c28d3,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6e8c88c9-1b71-441e-bfb6-123baf98e945/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-cerrahi-frez-paketi-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
408,22379dfb-a50c-481c-9432-0e436d31c49d,CQ1 Karbit Frez Paketi (CROSS-CUT),761c43d6-2124-4e6d-852b-c391f8fca776,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4a8cf399-2e4d-4b91-9279-3af6fc58ee66/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-cq1-karbit-frez-paketi-cross-cut-setler-paket.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
409,a4695cdd-9021-4fae-9ca7-0ce5671402a8,Jota C1 Yuvarlak Karbit Frez - Yuvarlak Karbit,6233702a-0502-4fe6-a2c1-7b61e4200590,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/905fcbc8-313c-424d-a3bd-c0e3c215da6c/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c1-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
410,b3d6bec6-1a60-4a45-9217-90ba66afffe6,Jota C1S Yuvarlak Karbit Frez - Yuvarlak Karbit,73bcde87-fc25-4b0e-8349-aa7d19738036,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/49f86501-1bcf-40b5-bef6-c7f607fd75b6/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c1s-yuvarlak-karbit-frez-yuvarlak-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
411,e8082824-6785-48a4-91da-724a59d14d10,Jota C2 Silindirik Karbit Frez - Silindirik Karbit,b17b58f5-8428-4862-8c78-af0cf64e2174,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5d76037b-90fc-416a-a077-692b4235cf8c/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c2-silindirik-karbit-frez-silindirik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
412,2e3c1517-a447-4df1-9acf-2bf9b24289f9,Jota C21 Silindirik Karbit Frez - Silindirik Karbit,294cebd6-adb7-4c67-8469-bd36643aaa12,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/efb8fce5-8606-483c-a66f-2a203ffd90aa/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c21-silindirik-karbit-frez-silindirik-karbi-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
413,0fe13b19-451b-4ea2-b2ed-c6079bea3496,Jota C31 Silindirik Karbit Frez - Silindirik İnce Karbit,21a2c709-e7a0-422c-83b8-b015a840c9f2,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/53f4dc5f-4feb-4574-8aba-b0b3bea2e610/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c31-silindirik-karbit-frez-silindirik-ince-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
414,0cf02ab9-b2c6-41b2-9075-8134b5b972d0,Jota C31A Finishing Karbit Frez - Finishing Karbit,0d52ceff-0fce-453e-bfb2-46fc5610a4eb,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/b137d137-65a2-4ee3-8ad5-04508e21cb99/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c31a-finishing-karbit-frez-finishing-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
415,ab9a714c-409b-45a5-b9f1-63955334be95,Jota C31R Silindirik Karbit Frez - Yuvarlatılmış Uçlu Silindirik Karbit,6847032f-76f7-47af-8aee-a782ad0851a3,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c3a0e236-a437-477a-a038-9465d1483065/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c31r-silindirik-karbit-frez-yuvarlat-lm-s-u-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
416,a9c552ad-ca0e-4d45-af58-f3b8800b1a77,Jota C33 Konik Karbit Frez - Konik Karbit,0eb3d884-dd29-4e17-ba81-21c2a55d9ccb,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ccf39955-b4db-4d7c-98ac-a74504f713cc/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c33-konik-karbit-frez-konik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
417,8d53e6ee-697d-4560-9edc-acdc14208d73,Jota C7 Alev / İnce Form Karbit Frez - Alev Karbit,8ddd13b7-f5ee-4941-b167-a22ab1b337b4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3314fb47-0a3e-4433-b58e-d628cc4cf9ff/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-c7-alev-ince-form-karbit-frez-alev-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
418,4fd43bb4-0903-4d2c-8e1e-358465dda2d9,Jota CG35RS Kesim Karbiti - Kesim / Kron Ayırma Karbiti,9c316cdb-dccf-4677-9517-500399e9981e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ca16467f-abae-4c00-8c52-bee49b450fcf/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-cg35rs-kesim-karbiti-kesim-kron-ay-rma-karb-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
419,80403c25-48a4-4012-bbfa-d2a5b71e7b61,Jota CQ1 Konik Karbit Frez - Konik Karbit,880d831f-f274-4251-9ee7-2c1d03efe666,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9224c8b8-8482-4791-a53e-5bccf1763170/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,,jota-jota-cq1-konik-karbit-frez-konik-karbit-karbit-frez.webp,Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
